0 1 910.42
0 2 901.08
0 3 897.34
0 4 903.06
0 5 905.16
0 6 908.35
0 7 906.13
0 8 904.47
0 9 905.03
0 10 905.73
0 11 905.00
0 12 911.51
0 13 908.15
0 14 894.44
0 15 899.49
0 16 905.57
0 17 898.87
0 18 900.64
0 19 905.85
0 20 906.03
0 21 904.21
0 22 907.22
0 23 903.83
0 24 893.95
0 25 889.45
0 26 892.99


1 1 892.67
1 2 426.94
1 3 465.66
1 4 442.46
1 5 513.78
1 6 344.61
1 7 269.47
1 8 266.28
1 9 223.19
1 10 156.90
1 11 233.64
1 12 196.31
1 13 184.72
1 14 144.15
1 15 166.89
1 16 131.56
1 17 113.22
1 18 72.62
1 19 84.30
1 20 80.39
1 21 81.38
1 22 68.50
1 23 98.17
1 24 68.05
1 25 77.24
1 26 76.61


2 1 898.89
2 2 439.78
2 3 234.55
2 4 60.65
2 5 141.12
2 6 94.85
2 7 95.27
2 8 32.19
2 9 35.24
2 10 48.00
2 11 29.78
2 12 17.35
2 13 17.33
2 14 35.76
2 15 24.00
2 16 23.97
2 17 12.54
2 18 16.89
2 19 12.33
2 20 17.28
2 21 13.43
2 22 13.49
2 23 12.77
2 24 12.10
2 25 12.88
2 26 13.19


3 1 908.63
3 2 395.93
3 3 95.05
3 4 43.57
3 5 38.11
3 6 27.97
3 7 13.30
3 8 10.02
3 9  9.23
3 10 12.33
3 11  8.65
3 12  7.66
3 13  7.35
3 14 10.27
3 15  7.96
3 16  7.50
3 17  6.60
3 18  6.74
3 19  6.19
3 20  6.53
3 21  6.76
3 22  6.49
3 23  6.06
3 24  6.49
3 25  6.48
3 26  6.42


4 1 899.23
4 2 247.52
4 3 35.79
4 4 15.22
4 5 15.59
4 6  9.22
4 7  7.40
4 8  6.93
4 9  6.72
4 10  7.22
4 11  6.80
4 12  6.84
4 13  6.44
4 14  6.90
4 15  6.59
4 16  6.08
4 17  6.32
4 18  6.28
4 19  6.24
4 20  6.35
4 21  6.22
4 22  6.43
4 23  6.02
4 24  6.07
4 25  6.33
4 26  6.29


5 1 898.26
5 2 132.53
5 3 11.20
5 4  3.83
5 5  3.90
5 6  3.02
5 7  1.94
5 8  1.41
5 9  1.37
5 10  1.65
5 11  1.22
5 12  1.19
5 13  1.24
5 14  1.57
5 15  1.07
5 16  1.27
5 17  1.13
5 18  1.38
5 19  1.00
5 20  1.11
5 21  1.11
5 22  1.08
5 23  1.07
5 24  1.05
5 25  0.99
5 26  1.01


6 1 898.26
6 2 48.13
6 3  4.66
6 4  1.28
6 5  1.16
6 6  0.65
6 7  0.89
6 8  0.38
6 9  0.57
6 10  0.99
6 11  0.32
6 12  0.32
6 13  0.65
6 14  0.87
6 15  0.34
6 16  0.57
6 17  0.46
6 18  0.34
6 19  0.31
6 20  0.34
6 21  0.33
6 22  0.31
6 23  0.52
6 24  0.29
6 25  0.30
6 26  0.32


7 1 894.53
7 2 17.75
7 3  2.50
7 4  0.49
7 5  0.50
7 6  0.38
7 7  0.33
7 8  0.30
7 9  0.30
7 10  0.36
7 11  0.34
7 12  0.35
7 13  0.58
7 14  0.54
7 15  0.35
7 16  0.31
7 17  0.52
7 18  0.34
7 19  0.57
7 20  0.32
7 21  0.31
7 22  0.32
7 23  0.28
7 24  0.78
7 25  0.31
7 26  0.31


8 1 903.77
8 2 19.09
8 3  1.40
8 4  0.42
8 5  0.67
8 6  0.38
8 7  0.33
8 8  0.53
8 9  0.52
8 10  0.37
8 11  0.76
8 12  0.33
8 13  0.30
8 14  0.57
8 15  0.31
8 16  0.31
8 17  0.55
8 18  0.36
8 19  0.35
8 20  0.28
8 21  0.54
8 22  0.34
8 23  0.27
8 24  0.31
8 25  0.30
8 26  0.31


9 1 890.90
9 2 10.17
9 3  0.87
9 4  0.41
9 5  0.45
9 6  0.36
9 7  0.33
9 8  0.55
9 9  0.29
9 10  0.34
9 11  0.54
9 12  0.31
9 13  0.56
9 14  0.54
9 15  0.35
9 16  0.52
9 17  0.33
9 18  0.33
9 19  0.53
9 20  0.32
9 21  0.31
9 22  0.33
9 23  0.31
9 24  0.31
9 25  0.32
9 26  0.35


