0 1 20686.45
0 2 21600.65
0 3 21581.68
0 4 21567.27
0 5 20724.55
0 6 21597.33
0 7 21593.06
0 8 21617.85
0 9 21597.06
0 10 20703.76
0 11 20707.26
0 12 20705.58
0 13 20699.81
0 14 20679.01
0 15 20693.19
0 16 21486.10
0 17 21649.81
0 18 21548.45
0 19 21590.56
0 20 21554.49
0 21 21428.07
0 22 20741.91
0 23 20721.17
0 24 20696.17
0 25 20741.38
0 26 20684.12

1 1 20746.32
1 2 20795.90
1 3 19901.05
1 4 19705.32
1 5 19508.80
1 6 19373.72
1 7 19239.91
1 8 19155.96
1 9 19127.85
1 10 18873.09
1 11 18878.54
1 12 18710.98
1 13 18710.27
1 14 18647.32
1 15 18442.20
1 16 18450.51
1 17 18410.63
1 18 18370.29
1 19 18257.23
1 20 18158.67
1 21 18200.31
1 22 18160.04
1 23 18067.05
1 24 18032.73
1 25 18035.12
1 26 18019.37

2 1 21509.63
2 2 20557.59
2 3 19006.29
2 4 18341.44
2 5 17957.85
2 6 17456.62
2 7 17249.69
2 8 16884.11
2 9 16579.87
2 10 16259.75
2 11 16058.14
2 12 15868.28
2 13 15701.43
2 14 15473.50
2 15 15284.09
2 16 15282.74
2 17 15300.44
2 18 15107.94
2 19 14928.52
2 20 14868.79
2 21 14821.36
2 22 14846.01
2 23 14757.77
2 24 14725.66
2 25 14586.95
2 26 14556.66

3 1 20722.52
3 2 19301.89
3 3 18112.35
3 4 17173.00
3 5 15929.10
3 6 15251.95
3 7 14979.21
3 8 14724.95
3 9 14574.52
3 10 14551.51
3 11 14437.60
3 12 14487.93
3 13 14380.17
3 14 14332.15
3 15 14243.73
3 16 14280.48
3 17 14330.13
3 18 14187.08
3 19 14106.67
3 20 14237.12
3 21 14483.73
3 22 14203.29
3 23 14063.90
3 24 13779.29
3 25 13474.65
3 26 13363.24

4 1 21358.06
4 2 19606.80
4 3 17728.54
4 4 15543.77
4 5 14822.01
4 6 14680.08
4 7 14439.62
4 8 14598.76
4 9 15261.79
4 10 14578.30
4 11 13860.91
4 12 13396.32
4 13 13032.59
4 14 13086.21
4 15 12925.47
4 16 12710.62
4 17 12528.67
4 18 12558.38
4 19 12474.03
4 20 12561.28
4 21 12626.07
4 22 12544.99
4 23 12506.57
4 24 12390.24
4 25 12316.62
4 26 12143.55

5 1 20473.05
5 2 20004.13
5 3 16104.83
5 4 15180.43
5 5 15133.94
5 6 15209.98
5 7 14053.35
5 8 13282.97
5 9 12620.37
5 10 12284.76
5 11 12460.57
5 12 12616.38
5 13 12246.08
5 14 12697.69
5 15 12391.97
5 16 12420.67
5 17 12324.80
5 18 12369.26
5 19 11872.17
5 20 11945.49
5 21 11830.84
5 22 12042.74
5 23 12322.28
5 24 12228.55
5 25 12273.46
5 26 12228.19

6 1 20381.78
6 2 20164.26
6 3 15612.16
6 4 15734.14
6 5 14102.46
6 6 13037.08
6 7 12364.34
6 8 12495.77
6 9 12247.68
6 10 12557.02
6 11 12896.42
6 12 11907.38
6 13 12266.04
6 14 12276.74
6 15 12428.84
6 16 12557.12
6 17 12571.40
6 18 12728.30
6 19 12818.44
6 20 12781.87
6 21 13138.94
6 22 13123.97
6 23 12869.34
6 24 12929.77
6 25 13465.37
6 26 13276.34

7 1 20389.48
7 2 18851.26
7 3 15450.02
7 4 14688.53
7 5 13111.57
7 6 12812.55
7 7 13326.64
7 8 13136.59
7 9 12995.12
7 10 12631.39
7 11 12818.85
7 12 12986.30
7 13 13254.65
7 14 13488.61
7 15 13644.29
7 16 13701.14
7 17 13767.25
7 18 14030.06
7 19 13823.83
7 20 13822.15
7 21 13961.79
7 22 14059.62
7 23 14007.34
7 24 14672.40
7 25 14377.86
7 26 14454.33

8 1 20650.01
8 2 17743.50
8 3 15541.81
8 4 14299.29
8 5 13337.60
8 6 12778.91
8 7 13199.80
8 8 14514.21
8 9 13643.57
8 10 13540.10
8 11 13759.53
8 12 13992.14
8 13 14447.18
8 14 14562.59
8 15 14794.11
8 16 14741.46
8 17 14868.25
8 18 15174.23
8 19 15090.70
8 20 14768.95
8 21 15064.15
8 22 15129.99
8 23 15163.96
8 24 15642.42
8 25 15390.37
8 26 15633.16

9 1 21181.06
9 2 17224.69
9 3 15509.67
9 4 14289.81
9 5 13213.30
9 6 13189.06
9 7 13977.88
9 8 14976.96
9 9 14622.95
9 10 14604.89
9 11 14698.93
9 12 15126.62
9 13 15603.55
9 14 15351.30
9 15 15824.66
9 16 15717.96
9 17 15988.11
9 18 16273.97
9 19 15939.68
9 20 17029.90
9 21 16120.80
9 22 16513.47
9 23 17060.80
9 24 16587.40
9 25 16360.93
9 26 16750.88

