0 1 10674.12
0 2 10651.24
0 3 10008.42
0 4 10699.10
0 5 10106.38
0 6 10725.76
0 7 10008.15
0 8 10000.89
0 9 10727.61
0 10 10690.27
0 11 10024.41
0 12 10008.23
0 13 10017.69
0 14 10002.76
0 15 10766.03
0 16 10666.72
0 17 10681.54
0 18 10667.70
0 19 10016.41
0 20 9978.57
0 21 10010.07
0 22 10058.61
0 23 10011.16
0 24 10676.95
0 25 10089.23
0 26 9974.47

1 1 10715.50
1 2 10323.35
1 3 9520.19
1 4 9431.92
1 5 10070.07
1 6 9232.16
1 7 9167.92
1 8 9069.36
1 9 8937.49
1 10 8876.26
1 11 8813.42
1 12 8781.30
1 13 8611.24
1 14 8597.83
1 15 8622.15
1 16 8600.40
1 17 8559.56
1 18 8505.99
1 19 8412.94
1 20 8353.04
1 21 8285.66
1 22 8303.18
1 23 8259.68
1 24 8264.46
1 25 8243.11
1 26 8220.08

2 1 10000.04
2 2 10113.59
2 3 8986.88
2 4 8588.44
2 5 8280.09
2 6 8095.18
2 7 7950.94
2 8 7808.03
2 9 7708.12
2 10 7717.52
2 11 7575.15
2 12 7551.42
2 13 7514.52
2 14 7511.37
2 15 7404.02
2 16 7402.93
2 17 7393.65
2 18 7323.22
2 19 7331.96
2 20 7316.99
2 21 7257.95
2 22 7239.23
2 23 7229.00
2 24 7248.15
2 25 7214.28
2 26 7211.92

3 1 10002.80
3 2 9178.37
3 3 8226.27
3 4 7865.36
3 5 7552.71
3 6 7357.80
3 7 7274.12
3 8 7200.57
3 9 7084.94
3 10 7122.68
3 11 7033.92
3 12 7028.97
3 13 7051.94
3 14 7045.79
3 15 7045.44
3 16 7050.56
3 17 7066.43
3 18 7051.76
3 19 7090.57
3 20 7122.98
3 21 7084.47
3 22 7082.19
3 23 7107.01
3 24 7055.10
3 25 7084.98
3 26 7031.24

4 1 10002.01
4 2 8838.15
4 3 7710.78
4 4 7383.37
4 5 7107.54
4 6 7120.26
4 7 7101.59
4 8 7173.43
4 9 7024.78
4 10 7071.42
4 11 6935.45
4 12 6887.50
4 13 6797.15
4 14 6823.08
4 15 6680.50
4 16 6742.35
4 17 6695.50
4 18 6621.39
4 19 6588.56
4 20 6609.00
4 21 6543.22
4 22 6535.84
4 23 6551.11
4 24 6548.25
4 25 6641.62
4 26 6617.85

5 1 10758.86
5 2 8605.94
5 3 7384.03
5 4 7164.26
5 5 7136.02
5 6 6978.78
5 7 6779.30
5 8 6615.50
5 9 6407.97
5 10 6393.51
5 11 6273.16
5 12 6234.75
5 13 6213.37
5 14 6259.81
5 15 6167.27
5 16 6219.03
5 17 6208.50
5 18 6186.19
5 19 6363.12
5 20 6394.35
5 21 6391.73
5 22 6402.41
5 23 6421.90
5 24 6443.30
5 25 6445.74
5 26 6460.51

6 1 10049.45
6 2 8350.68
6 3 7225.52
6 4 7216.95
6 5 6685.72
6 6 6372.67
6 7 6176.20
6 8 6069.17
6 9 5985.47
6 10 6037.59
6 11 5960.95
6 12 5983.10
6 13 6226.53
6 14 6254.55
6 15 6334.31
6 16 6324.34
6 17 6373.43
6 18 6404.77
6 19 6443.29
6 20 6473.27
6 21 6479.80
6 22 6250.36
6 23 6108.35
6 24 6028.58
6 25 6074.29
6 26 6074.29

7 1 10806.79
7 2 7952.38
7 3 7289.07
7 4 6753.23
7 5 6167.69
7 6 5944.49
7 7 5910.77
7 8 5917.55
7 9 6272.38
7 10 6434.37
7 11 6440.52
7 12 6906.33
7 13 6637.43
7 14 6655.38
7 15 6998.17
7 16 7033.30
7 17 6719.53
7 18 6743.04
7 19 6385.45
7 20 6279.88
7 21 6243.60
7 22 6277.39
7 23 6280.43
7 24 6304.92
7 25 6349.62
7 26 6377.44

8 1 10697.20
8 2 7690.81
8 3 6961.45
8 4 6254.32
8 5 5909.48
8 6 5900.11
8 7 5925.82
8 8 6813.83
8 9 6956.39
8 10 6944.44
8 11 7060.11
8 12 7053.42
8 13 7105.41
8 14 7113.45
8 15 6850.15
8 16 7103.12
8 17 6749.06
8 18 6471.53
8 19 6525.72
8 20 6536.25
8 21 6583.93
8 22 6630.20
8 23 6597.08
8 24 6578.87
8 25 6605.82
8 26 6683.15

9 1 11056.75
9 2 7550.19
9 3 6493.48
9 4 6088.35
9 5 5970.38
9 6 6765.52
9 7 6899.80
9 8 7084.72
9 9 7213.62
9 10 7224.02
9 11 7280.30
9 12 7310.97
9 13 6850.68
9 14 7186.75
9 15 6739.45
9 16 6717.40
9 17 6729.55
9 18 6788.51
9 19 6819.07
9 20 6844.16
9 21 6919.88
9 22 6921.42
9 23 6958.23
9 24 6905.25
9 25 6968.18
9 26 7034.16

